owner_id,name,revised_state,cluster,territory,status,category,category_repo,Product_group,Revenue,Sale_Qty,return_amount,Ret_Qty,Net_Rev,Net_Qty,ABS_Given_or_not_FY26,ABS_Amt_Fy26,ABS_Given_or_not_FY27,ABS_Amt_Fy27,TM,SM,return_pct,net_efficiency,abs_flag_fy27,abs_flag_fy26,Net_Rev_in_lacs
12110503,SHREE CHAMUNDA AGRO SEEDS,GJ,RAJKOT,SURENDRANAGAR,ACTIVE,Seeds,Seeds - FC,Bajara,11000.0,20.0,8250.0,15.0,2750.0,5.0,NO,0.0,NO,0.0,BHARGAV.SOLANKI@AGROSTAR.IN,VISHALBHAI.AAL@AGROSTAR.IN,1.0,0.0,False,False,0.0
7624427,VIJAY AGRO CENTER,GJ,RAJKOT,SURENDRANAGAR,ACTIVE,Seeds,Seeds - FC,Bajara,10955.0,20.0,10407.0,19.0,548.0,1.0,NO,0.0,NO,0.0,BHARGAV.SOLANKI@AGROSTAR.IN,GAURAV.TANK@AGROSTAR.IN,1.0,0.0,False,False,0.0
11119979,SHREE SIDHNATH CHARITABLE TRUST,GJ,RAJKOT,SURENDRANAGAR,ACTIVE,Seeds,Seeds - FC,Bajara,10000.0,20.0,10000.0,20.0,0.0,0.0,NO,0.0,NO,0.0,BHARGAV.SOLANKI@AGROSTAR.IN,VISHALBHAI.AAL@AGROSTAR.IN,1.0,0.0,False,False,0.0
718875,JAI SOMNATH AGRO CHEMICALS (Rajpara),GJ,RAJKOT,SURENDRANAGAR,ACTIVE,Seeds,Seeds - FC,Bajara,105839.0,97.0,29016.0,30.0,76823.0,67.0,NO,0.0,YES,6250.0,BHARGAV.SOLANKI@AGROSTAR.IN,GAURAV.TANK@AGROSTAR.IN,0.0,1.0,True,False,1.0
12159229,KRUSHI DHARATAL FARMER PRODUCER COMPANY LIMITED,GJ,RAJKOT,SURENDRANAGAR,ACTIVE,Seeds,Seeds - Veg,Coriander,2727.0,14.0,0.0,0.0,2727.0,14.0,NO,0.0,NO,0.0,BHARGAV.SOLANKI@AGROSTAR.IN,GAURAV.TANK@AGROSTAR.IN,0.0,1.0,False,False,0.0
7906571,MATRUKRUPA AGRO AND FERTILIZER,GJ,RAJKOT,SURENDRANAGAR,ACTIVE,Seeds,Seeds - Veg,Coriander,381.0,2.0,0.0,0.0,381.0,2.0,NO,0.0,NO,0.0,BHARGAV.SOLANKI@AGROSTAR.IN,GAURAV.TANK@AGROSTAR.IN,0.0,1.0,False,False,0.0
5294422,SHRI YOGESHVAR FERTILIZER,GJ,RAJKOT,SURENDRANAGAR,ACTIVE,Seeds,Seeds - Veg,Coriander,205.0,1.0,0.0,0.0,205.0,1.0,NO,0.0,NO,0.0,BHARGAV.SOLANKI@AGROSTAR.IN,VISHALBHAI.AAL@AGROSTAR.IN,0.0,1.0,False,False,0.0
11716863,ADITYA KRUSHI KENDRA,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,330480.0,192.0,0.0,0.0,330480.0,192.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,3.0
11937152,SAMARTH AGRO TRADARS,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,176421.0,104.0,27600.0,16.0,148821.0,88.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,1.0
1474480,BAJARANG KRUSHI KENDRA,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,122040.0,72.0,0.0,0.0,122040.0,72.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,1.0
11247351,Shri kalika farmer producer company .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,137080.0,80.0,27240.0,16.0,109840.0,64.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,1.0
842982,YOGESH BHAUSAHEB SAWADE . .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,123120.0,72.0,27600.0,16.0,95520.0,56.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,1.0
9910931,JAIN AGRO CENTER,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,54508.0,32.0,0.0,0.0,54508.0,32.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,1.0
11563576,MAULI TRADERS,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,190184.0,112.0,148987.0,88.0,41197.0,24.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,1.0,0.0,False,False,0.0
12153342, Aditya Krushi Kendra .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,134848.0,80.0,94394.0,56.0,40454.0,24.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,1.0,0.0,False,False,0.0
12155735,SATKAR AGRO CENTER,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,39647.0,24.0,8260.0,5.0,31387.0,19.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,0.0
1444840,SUNIL AGRO AGENCY,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,136200.0,80.0,108915.0,64.0,27285.0,16.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,1.0,0.0,False,False,0.0
9278985,SAMARTH KRUSHI SEVA KENDRA,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,27240.0,16.0,0.0,0.0,27240.0,16.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,0.0
12138944,KRUSHIMITRA AGRO SERVICES,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,26970.0,16.0,0.0,0.0,26970.0,16.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,0.0
3097005,ANNADATA BEEJ BHANDAR,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,26798.0,16.0,0.0,0.0,26798.0,16.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,0.0
398618,Omkar Krushi Seva Kendra Chikangoan,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,26633.0,16.0,0.0,0.0,26633.0,16.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,0.0
11836485,JAYBHARAT AGRO TRADERS,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,26197.0,16.0,0.0,0.0,26197.0,16.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,0.0
6751100,TIRUPATI KRUSHI SEVA KENDRA .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,13800.0,8.0,0.0,0.0,13800.0,8.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,0.0
2605508,SHRIRAM KRISHI SEVA KENDRA,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,55200.0,32.0,41400.0,24.0,13800.0,8.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,1.0,0.0,False,False,0.0
12156359,ANIL KRUSHI SEVA KENDRA,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,13760.0,8.0,0.0,0.0,13760.0,8.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,0.0
12156588,Gaurav Agro ajancy,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,13485.0,8.0,0.0,0.0,13485.0,8.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,0.0
11960949,SHIVRAJ KRUSHI SEVA KENDRA .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,13485.0,8.0,0.0,0.0,13485.0,8.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,0.0
3643028,SHIVRAJE TRADERS,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,26698.0,16.0,13349.0,8.0,13349.0,8.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,0.0,False,False,0.0
11895465,Patil Krishi Seva Kendra Tembhurni .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,27240.0,16.0,18750.0,11.0,8490.0,5.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,1.0,0.0,False,False,0.0
5730937,ATOLE AGRO MART,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Maize,13800.0,8.0,13800.0,8.0,0.0,0.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,1.0,0.0,False,False,0.0
11904369,TIRUPATI KRUSHI SEVA KENDRA,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,625275.0,215.0,0.0,0.0,625275.0,215.0,NO,0.0,YES,100000.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,True,False,6.0
6751100,TIRUPATI KRUSHI SEVA KENDRA .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,563564.0,237.0,0.0,0.0,563564.0,237.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,6.0
11716863,ADITYA KRUSHI KENDRA,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,385450.0,161.0,0.0,0.0,385450.0,161.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,4.0
11454251,BALIRAJA KRUSHI BHANDAR .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,316800.0,124.0,0.0,0.0,316800.0,124.0,NO,0.0,NO,0.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,False,False,3.0
2605508,SHRIRAM KRISHI SEVA KENDRA,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,276260.0,104.0,0.0,0.0,276260.0,104.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,3.0
6071663,PRAGAT AGRO CENTER DONGAON .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,275656.0,115.0,0.0,0.0,275656.0,115.0,NO,0.0,NO,0.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,False,False,3.0
9019846,Akash Agro .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,246600.0,107.0,0.0,0.0,246600.0,107.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,2.0
11949449,Kisan krushi seva kendra,MH,MARATHWADA,JALNA,INACTIVE,Seeds,Seeds - FC,Soybean,221367.0,90.0,0.0,0.0,221367.0,90.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,2.0
9230128,SHIVKRUPA AGRO AGENCY Talni .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,215100.0,79.0,0.0,0.0,215100.0,79.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,2.0
11025452,DHANSHRI TRADERS .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,189879.0,76.0,0.0,0.0,189879.0,76.0,NO,0.0,NO,0.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,False,False,2.0
11385411,SHUBHANGI KRUSHI KENDRA .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,171300.0,70.0,0.0,0.0,171300.0,70.0,NO,0.0,YES,45000.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,True,False,2.0
7741527,Shivsamarth Krushi Seva Kendra,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,169882.0,61.0,0.0,0.0,169882.0,61.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,2.0
4321186,M/S.SIDDHIVINAYAK KRUSHI SEVA KENDRA,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,150000.0,50.0,0.0,0.0,150000.0,50.0,NO,0.0,YES,60000.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,True,False,2.0
11351569,BALIRAJA AGRO SERVICES,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,147000.0,60.0,0.0,0.0,147000.0,60.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,1.0
11938911,SHIVKRUPA KRUSHI SEVA KENDRA ,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,126600.0,50.0,0.0,0.0,126600.0,50.0,NO,0.0,NO,0.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,False,False,1.0
9803334,Tirthraje Agro Input,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,110100.0,44.0,0.0,0.0,110100.0,44.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,1.0
1444840,SUNIL AGRO AGENCY,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,100399.0,48.0,0.0,0.0,100399.0,48.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,1.0
1474480,BAJARANG KRUSHI KENDRA,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,90195.0,39.0,0.0,0.0,90195.0,39.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,1.0
9223023,PARVATI AGRO SERVICES,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,85800.0,34.0,0.0,0.0,85800.0,34.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,1.0
9440314,NEW MAULI KRUSHI KENDRA,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,85614.0,37.0,0.0,0.0,85614.0,37.0,NO,0.0,NO,0.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,False,False,1.0
11895465,Patil Krishi Seva Kendra Tembhurni .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,85500.0,30.0,0.0,0.0,85500.0,30.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,1.0
11563576,MAULI TRADERS,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,82050.0,32.0,0.0,0.0,82050.0,32.0,NO,0.0,YES,50000.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,True,False,1.0
11624517,Gurukrupa krushi kendra ,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,79800.0,30.0,0.0,0.0,79800.0,30.0,NO,0.0,NO,0.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,False,False,1.0
1271548,YOGESH KRUSHI KENDRA,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,74700.0,30.0,0.0,0.0,74700.0,30.0,NO,0.0,NO,0.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,False,False,1.0
11679823,TULJAI KRUSHI KENDRA ,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,68400.0,25.0,0.0,0.0,68400.0,25.0,NO,0.0,YES,15000.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,True,False,1.0
10796386,SHRIKRUSHNA AGENCIES,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,60000.0,20.0,0.0,0.0,60000.0,20.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,VAIBHAV.KAD@AGROSTAR.IN,0.0,1.0,False,False,1.0
11666209,Mahesh krushi kendra,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,49800.0,20.0,0.0,0.0,49800.0,20.0,NO,0.0,NO,0.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
11863860,GURUKRUPA AGRO TRADERS,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,30000.0,10.0,0.0,0.0,30000.0,10.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,0.0
11609276,SHREE GANESH AGRO .,MH,MARATHWADA,JALNA,INACTIVE,Seeds,Seeds - FC,Soybean,24300.0,10.0,0.0,0.0,24300.0,10.0,NO,0.0,NO,0.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
1371667,Anushri krushi seva kendra,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,23375.0,11.0,0.0,0.0,23375.0,11.0,NO,0.0,NO,0.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
11836485,JAYBHARAT AGRO TRADERS,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,21250.0,10.0,0.0,0.0,21250.0,10.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,0.0
11881415,PRATIBHA AGRO TRADERS,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,19125.0,9.0,0.0,0.0,19125.0,9.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,0.0
11260742,YUVARAJ KRUSHI KENDRA SAWARGAON DUKARE,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,14040.0,6.0,0.0,0.0,14040.0,6.0,NO,0.0,NO,0.0,VACANT-BULDHANA,BHAGWANT.KHEDEKAR@AGROSTAR.IN,0.0,1.0,False,False,0.0
11910105,SAMRUDDHI AGRO AGENCY,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,12000.0,4.0,0.0,0.0,12000.0,4.0,NO,0.0,NO,0.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,False,False,0.0
11918049,M/S BALIRAJA AGRO AGEENCIE,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,105839.0,97.0,29016.0,30.0,76823.0,67.0,NO,0.0,YES,51000.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,True,False,1.0
11505941,RASHI KRUSHI SEVA KENDRA .,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,105839.0,97.0,29016.0,30.0,76823.0,67.0,NO,0.0,YES,15000.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,True,False,1.0
12048844,Shivam Agro Agencies,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,105839.0,97.0,29016.0,30.0,76823.0,67.0,NO,0.0,YES,50000.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,True,False,1.0
12251029,Marudugandha krushi seva Kendra ,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,105839.0,97.0,29016.0,30.0,76823.0,67.0,NO,0.0,YES,500000.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,True,False,1.0
12110022,SARASWATI AGRO AGENCY,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,105839.0,97.0,29016.0,30.0,76823.0,67.0,NO,0.0,YES,45000.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,True,False,1.0
12202249,SHREE KRISHNA AGRO AGENCY,MH,MARATHWADA,JALNA,ACTIVE,Seeds,Seeds - FC,Soybean,105839.0,97.0,29016.0,30.0,76823.0,67.0,NO,0.0,YES,30000.0,VACANT-CHHATRAPATI SAMBHAJI NAGAR,DHANANJAY.MHASKE@AGROSTAR.IN,0.0,1.0,True,False,1.0
